order_id,products
820476,47626 47209 34358 8518 34969 4562 45 28842
820482,117 24184 37067 8424 35535 17758
820494,19057 25718 24852 44632 21903 5450
820513,None
820569,13176 38739 37022 16759 9839 17704 46667 329 48679
820572,5450 35992 45210 13176 26453 5764 37067 16757 48726 39040 42710 17284 11288 21616 40632
820575,12341 11365
820646,43352 6691 42265
820649,39180 32831 25949 8424 1935 22124 14711 24062 1559
820712,None
820843,24852 16797 47626 1090 37022 37055 34197 17122 1689 39275 38739 19558 17200 13776 8174 40009 13740 1670 9477 35855 27502 2078 17061 31433 20878 42356 775 36772 47900 23348 27115 22474 25167
820919,24852 48205 43565 8153
820974,27845 25718 41220
820979,6242 26346 44566 22395 7723 24852 7778 36551 39041 18288 28634 11009 18987
820995,47231 23909 44245 22509
821051,46692 7388 33198 7361
821059,28647 18218 35042
821097,8277 38159 21137
821101,23909 44799 24852 31683 34487
821138,24852 49235 9387 39408
821238,13176 32478 20518
821272,8247 14852 48226 2537 4986
821297,19057 13176 5120 4796 8174
821332,23662 14419
821348,9743 4920
821355,38993 32538 5077 4635
821361,16797 28993 47626 32605 26209
821457,10275 31022 6128 42431 8180 13966 20082 24852
821620,44156 46817 15950 42606 1823
821636,21903 21137 4809
821639,24852 44980 43154 48695 35914
821643,8571 8048 37687 13176 33783 16797
821734,24852 19348
821750,47815 6195 6128 45190 18721
821755,13176 49235 35091 39108 36929 13882 43122 1337 24019
821759,46516 46149
821767,11520 8277 47626 49683
821791,49683 47626 40706 25072
821823,1729 13176
821826,21903 12384 18362 24561 48559 895 30795 35951 49215 11520 21083
821848,24852 30391 4600 40706 9424 20899 24184 21137
821912,11988
821926,39108 35871 24852 39928 28199 7781 27845 47209 26790 33845 47621 5240 41007 29077 10132
821951,13176 44632 31640
821956,9534 4605 28842 4920 29487
821963,24852 34668 4210 6340 3594 16213 12565
822070,8079 38928 13176 33768
822127,27086 41220 22963 9515 11619 26452 20574 13740 23029 47626 26209 28985 38264 10814 26032 23634 29405 16198 4658 22935 32782 35855 27521 27104 27344
822204,4957 40571 26790 42450 18175 23375 21019 36085 9366 21903 16797 38510 9839 22963 18523 19019
822239,4142 47209 44471 13176 40001 27845 47990 26369 35163
822265,39180
822266,19354 17652 38544 21137 7485 43961 37718 47823 1511 19154 32757 8277 9124 43192 42265 26429 14764 47766 13225 34050 31927 48395 7781 27392 42828 8174 2732 5134
822288,13176 23244 31915 16759 38739 25695 44359 24838 11865 27156 3376 5322 21137 42796
822316,2120 16234 19801 43352 38444 24235 44277 11182 37449 46979
822363,27845 10957 31720
822372,10121 4294
822409,25584
822446,27845 33135 25879 21137 9637 31623 30726
822538,46616 21953 43295
822686,21137 39928 27845 22935 8021 46720 890 9896 651 21903 41950 27104 47734 5240 11520 28985 36717
822689,39922 9808 40396 18465
822719,19677 37067 18811 8277 12440 44008 30639 44765 25513 5134 22969 33352 38985 2716 18176 21162 19046 47029 20995 17878 21903 37158 48726 21847 47141 34044
822780,38928
822794,15820 7393 12894 28836 21553 6166 18573 45478 38511 1514 33842 35070 32330 27196
822885,23909 29352 13249
822900,27247
822920,24852 21903 25718 39275 24295 47766
822941,7901 9411 29487
822977,14084 44142 27521 33401 36517 20995 46979 43830 30391 13176 19057 37687 30406 18918
823048,10521
823049,47766 49610 28204 43772 39041 24852 37728 38167 43768 41787 15872 5748 12390 10749 2708 19068
823165,3957 38739 19660 24838 29837
823192,27845 39529 17461 14947 24852 41488 29691 33135 24841
823195,10032 31102 33100
823265,24852 13733 44142
823271,32566 39527 10580 34203
823276,None
823282,16696 4493
823301,47766 8087 22825 24852 21903 36929
823321,30278 28509 41131
823549,30015 1618 10753 24852 43662 24561 22963 23765
823550,41220 33754 46650 44142 44632 5077 48415 21376 23909 148
823620,38311 26209 47626 14233 45007 21903 17461
823636,29503 19003
823644,18104 21243 23909 24852 22675 46981 44042 15175 3696 46776 40261 17460 10673
823670,1940 1825 32566 49328
823707,48559 8736 39877 15902 47209
823738,23915 37710
823795,45603 13176 28985 5450 27104 11520 26209
823802,2855 30489 42719 16185 45603 43074 30391 6873 22935
823805,32403 13944 54 46388 41776 1631 24149
823910,45335 26165
823927,24730 5161 26165 38311
823964,40706 31717 26209
824067,33198 48099
824108,19660 24852 33572 47766 20379 44008 36865 25466 20323 36914 33642 15995
824179,45603
824200,1463 44961 24852 49235 8467 41787
824220,42731 23785 40348
824231,47626 4605
824289,24852 432
824347,24852 24024
824394,24852 11520 29941
824479,30949
824489,30252 1940 46886 18272 44479 13176 24852 21137
824605,35234 24852 3020 5876 40709
824637,4210 13176 21137 45066 10580 48679 29987 49247 5450
824638,47388 30391 25931 8518
824662,13176 2913 13885
824763,1940 16797 43352 36393 32211 37158 19517 5322 1244 26172 1117 3952 31830 33768 35502
824788,12384 22888 21927 44422 21903
824937,42348 44548 9859 16245 35372 6368
825064,24852 47766 31717 37646 2361 44683 10724
825110,4357
825129,12427 47402 43154
825131,5479 39180 11520 4957 40571 13541
825150,24852 44632 11712 30489 20119 34243 38293 31040 44683 33716 25890 43086 33407 31343 25010 40604 9366 17794
825152,1940 27239 24852 28204 17600 45066 7028 24037 5069 10479 2356 30645 3169 47435
825274,15772 12451 24852 3499 1940
825282,8859 42585 47766 13176
825458,21903 21267 8339 35121 24841 20169 46802 14129 34584
825545,13176 18689 26209
825552,117 42265 12384 21137 11182 39253 36746
825606,21137 24852 34044 40706 30511 34969 8309 43662 29603 30192 5206 43961 36076 38273
825622,24852 10326 29487 18465 42764 16797 9076 26209
825660,21137 13176 31371 2748 18078 42244 46906 4920 45453 31683 10749 19811
825665,26900 17207
825749,32478
825756,15558
825986,16797 8390 24142 36070 22695 40376 48109 4656 15902 20682 12980 34234 41290 19863 33666 20815
825991,48498
826028,47766 35547
826109,49508 19546 20561 49030 47941
826148,5479 27966 24852 2344 39275 14996 21137 8638 34358
826150,44142 23644 16304 8175 31874 11182 40815 45
826178,34668 11576 27966 22035 23801
826199,12341
826200,33731 22825 32140 47209 18811 27949 8012 42110 34044 5876
826234,21903
826361,47144 20842 43352
826456,16797 196 42500
826487,24852 21621 21903 9076 41950 7485 44632 43210 4799
826511,10509 20955
826566,196 43154 23423
826582,4534 24852 38672 28156
826630,30353 32141
826636,24749
826648,47156 13176 18465 13031 9839 24964 4472 25890 41950 12324
826651,24852 35221 43209 32465 35900 5296 28985
826666,47766 33198 26209 8424 42263 15599 21333
826689,29447 28476
826739,5785
826741,47141 38511 36603 29471 29640 41290 36086
826803,6585 32566 13176 8758 9839 49044 34134
826935,13176 30233 19156 14467 27966 14371 28204 46676 22825 24160 19678 5450 34243 21137 19213 41950 26209 21903 18370 31717 45842 17794 26283 35383 8021 8518 44422
826983,8424 26317 41793 13198 23909 39527 44910 41658 42450 23375 25466 31683 9210 37971 28204 17652 13629
827038,39397 30910 30824 18871 26428
827063,5785 36676 22935 8518 31717 13176 26369
827233,49235 48205 34969 28985 43076 48697
827300,25965 5450 13166 13517 9934 28745 33401 22035
827309,35921 5077 29854 45761 34586 38400 10521 24852 37766 47672 40600 25380
827360,24852 21616 28634 35353 3798 19604 21573 48527 8025 16797 21288
827402,21709 35221 14809 27845
827426,44247 47830 36406 13292 20542 29270 24363 20084 38222 8911 2985
827452,None
827528,3798 14458
827625,48835 27845 4790 14141 41588 39166 32537
827636,12545 13176 28985 19511 20632 2014 47626
827639,11520 5785 22935 1463 13702 26209 21543 8518 5450 16868 36929
827664,21292 44683 17168
827686,24852 26510 42372 10390 1582 44129 33651 16607 28204
827702,41658 21137 21938 13176 24852 47209 43621 27402 38544 20574
827793,32177 47626 13176 5769 26209 24838 4920 31717
827871,41618 4210 13870 46393
827884,16398 28204
827919,12341 16797
828026,17915 47209 2078 13646 29447 21405 21137
828034,24852 48015 16464 10226 21351 21333 7483 46056 17858 24186 10957
828105,11869 46361 14645 4137 45194
828145,44632 27966 6774 27521 47630 24838 21405 40709 5876 22825 14127 24852 44359 37215
828182,19660 1194 21137 48726 27845 33198 28204 15503 46906 33674 21914 1896 31506 35951 33787 4138 35045 27315 45620
828217,27845 21903
828283,24852 11286 5262 22025 10998 20583 47626 41165 8424 40545 28199 19019 4799 19478 31343 29987 4920
828395,4210 23909 28842 13176 16797 47242
828403,44632 21903 27344
828469,42450 10685 32402 169
828500,9137 13176
828535,30776 27966 42244 17461 15592 39275 691 22935 21267
828665,46616 6740 47209 21903 27966 13176
828696,23909 46332 5385 49279 5077
828731,24852 22124
828780,30233 19660 13176
828896,37067 44156 35406 24413
828931,19677
828980,42244 47626 8277 21903 28985
828997,5161 31651 45051 39657 13591 3298
829036,47766 19660 27521 26209
829103,24852 7521 3957 8968 45603 12060 19057 44632 38844 42445 10840 38557 14127 19821 20876
829166,23909 28473 29615
829204,5258
829301,47209 21137 20114 44632 41220 45 8424 24852
829337,5479 40541 23986 32486 37687 19366 45578 41149 48110 42557 46654
829358,6799 8580 24852 38739 31231 16615 11123 13718 33351 7631
829363,48004 44042 28572 49112 29993 24056 27344 47570 12481 3873 10032 23322
829379,24852 47792 9166
829405,36011 24852 27845 8859 21267 8424 44632 17600 24964 29487 35221 43352 41787 47766 4605 25890 16797
829441,12341 22900
829584,24852 4605 25146 32211 41787 40332 20114 34234
829668,436 11520 41273 47209 19660 3765
829732,24838 23291 5077 11520 17594 24852 27464 21137 1503
829734,38444 32566
829750,46061
829752,14371 46979 16797 46906 32655 21137 44632 28199 43961
829790,6948 35213 38944 4274 21294 11513 46049 23919 35512 30489 47783
829798,35946 26602 45066 27845 25705 16182 13629
829819,35951 27845 19057 24852 47766
829820,46802 1426
829831,19173 38777 9018 35503 21137 18465 43225
829876,13176 21137 10132 30391 26553 22825 5547 22935 48679
830025,2913 22963 36550 23282 21137 18811 27966 5785 5450 40063 11538 25146 32402 15995
830026,47766 9076 6615 6104 7412
830109,26032 36640 45104 45249
830189,21137 31717
830195,26651 13176 40723 7177
830214,43352 19660 21288
830391,44632 28427 10032
830406,47626 46575
830461,22035 24852 6348 5077 21616 24838 21137 34969 27845 4410 46194 14651 22963 3274 39877 9666 46979
830492,34358
830542,16797 19604 4210 19763 15915 39719 48099 39225 10063 28548 37547 36307 29553
830575,24852 35365 4210
830617,14992 16797
830619,21903 38277 6336 12315 22035 41065 41950 24852 31915 28476 32689
830664,8424 38689 4920 28756 33000
830712,None
830723,42372 42719
830855,46149 196
830868,44142 26032 25146 28842 14897 27429 22959 3880
830869,1940 29615 34262 25513 43409 24852
830893,8424 21445 27104
831045,44632 10089 11512 1890 47626 38772 12614 23801
831079,12384 24024 21137 5077 13176
831119,20940 16797 43352 21288 8571 8048 13176 33768 12341
831184,196
831268,12916 33198 23898 31717 29628
831309,27845 21137 25340 27344 6104 9534
831362,24852 17459 21903 8277 42828 14778 30784 23375 2480 24841
831368,13176 45007 11512 43712
831380,5785 13176 20580 5876 8277 42265 27086 8555 25340 19382 31730 46667
831399,13249 14874 47209 45066 25890
831413,24852 33090 34986 17176 21137 46280 37027 35630
831468,13646 14355 27521 43352 18689
831516,47209 21462 5922 29432 4942 20754 30505
831525,24852 23288 47766 10749 48230 24838 25849 19821 2295 45066
831613,31679
831646,11520
831703,45603 46616 24852 43014 47766 6734 24184 29487 47626 45747 31683 14870
831727,13176 47144 27845 23321 21903
831748,40174 5782 44142 5750
831768,10032 18978 40332
831781,43086
831801,13176 19862 25471 45948 32352 5791 10749 40706 31717 25020 43295 47766
831812,26795 7898
831937,23430 1337 44268 47766 27086 27521 13176
832018,27325 12140 22235 47873 23333 38526 38374 25830 39394 24097
832031,16083 47766
832151,20082 7781 6188
832216,24852 42495 47209 3765
832226,20082 28204 21497 39581 3308 13603 7781 21070
832256,26369 8153 24852
832408,24852 19134 28199 9387
832424,4920 8277 24852 30391
832447,14118 15925 46475 4 1522 25442 14680 18573
832524,1511 24891 24852 21137 18465 4942 19057
832555,24852 40174 17316 49517 47877 23763 49235
832813,24852 44085 47766 24184 25890
832822,21903 10749 21019 37687 21616 21938 23139 40268 9808 28597 11193 5876
832852,21137 49520 24852 43086 1940 48679 19173
832860,3590 48717 4697 14576 33791
832890,16262
832914,6081 9689 33120 40706 33055 42741 47144
833018,23044 13176 43662 44970 5450 8424 21137 18670
833045,27966 38739 2295 41149 9515 22031
833058,28465 25527 47766 47626 43662 40709 13984 47866 9934 46667 11424 5785 21386 5646
833118,23044 27325 22713 26209 25949 46654
833177,32478 49098
833191,35561 20448
833212,43352 21288 29223
833367,43154
833466,40120 1240 26558 8555 42697
833474,19348 40910 40332 25438 39276 12614 15895 43958
833522,27086 27966 22035
833586,22298 26047 14084 22802 40078 18176 25 14129 24768 34249
833587,13176 6396 26566 24852 7331
833615,24852 37646 25659 43122
833621,47626
833631,20119 35221 13176 26620
833648,2120 3187
833650,10031 13573 260 36897 16965 23909 34234 43112 19691 2852 24852 28204 29487 19511 9175 3318 12916
833684,49191 22476
833742,43136
833744,24852 27020 9387 3999 35173 25043
833847,27695 40852 5479
833942,3957 30776 21841 44257 650 43961 26209
833952,34929 27283 32655 25132 27325 14814 36406 4642
834032,34217 9290 46393 42450 43822 40380 45282 47223
834131,24852 21903 44570
834169,24852 22395 12193 28593 48109 41861 28553 41972
834177,None
834189,37710 32923
834223,21903 8103 16848 31478 13176 9881 41271 36869 22416 38557 48925 5120 26032 30489 36389 42585 4274 39225 46906
834233,24852 22124 7563
834270,14218 24852 25072 47209 49683 28373 45066 39190 28928
834302,13176 20842 48679 8518 49215 8193 42265 18465 26293 25247 2002 30407 18531 41220 44075
834319,39921 1875
834321,20972 3389 5449 11629 2120 28441 22828 23013 29369 2180 47626
834344,29447 11422 13176 30337 26790 8424 24852 26915 19678 6104 45123
834368,47209 23609 46654 11707 8056 34969 45448 8277 18371
834396,9124 36227 25328 7398
834500,20082 13176 40396 29594 27966 4809 37754 27086 39275 47209 21903 32139 45007
834510,13166 21137 30233 11777 21903 1398 42507 22935 26604 43961 24184 19678 47766 44910 16616 45007 14127 12858 15290 39332 17794 44359 13646 19057 48628
834511,12554 23909 48682 34878
834544,47000 27344 46402
834598,20280 30406
834631,44632 31964 26620 49191 5818 32141 8590 1368
834637,30233 13176 5539 21903
834707,432 24852 9138 39877
834726,4289 32775 35761 21938 28688 34789 30320
834807,43158 47766 34969 38689 12606 15467 18523 45066 30489 19660 7452 47626 35045 21903 24852 14447 8424 4410 35547 46802 27086 48946 49683 45007 36011 26128 18926 39275 21417 49424 42265 39216 6046
834834,42719 48988
834879,24024 39928 45007 47209 9839 18465 15290 10749 21137 29594 8277 36082 10121 43122 36695 13176 7781 21405 44359 22888 23236 22512 3789 27966 38777 33787 39877 17795 18523 48364 4920
834886,8650 27726
834900,3765 49610 39409 13176 37646 21777 47766 32989
834907,2757 9203 46906 28985 18479 42585 37147
834978,None
835024,37710
835071,39276 26553 32325 4817 8030 42352 48823 23424 26300 15945
835125,13806
835146,35470 14715
835158,14233 37250 43961 43295 19660
835175,14084 47209 18027
835185,3105 9423
835218,24968
835240,42445 37067 45570
835250,44632 21709 35221 24841
835281,34335 14992 29118 13198 42633 40706
835309,12082 5025 46402 13944
835385,16083 13176
835470,43565 21133
835489,None
835568,8464 24852 30447 41362
835571,36316 33198 12919
835624,4472 44632 33719 1432 30119 25598
835730,31371 27845 33731 10132
835794,40836 24852
835798,47626 26165 26604 16797 4799 4086 25890
835811,24852 22825 45007 21137 20113 1463 14633 10132 30489 27729 22963 7952 18362 11140 25653
835813,22124 5785 34898 432 2010
835908,33120
836021,49026 19677 19057 22227
836039,13176 5535 7963 35715
836103,5785 46820 47766 49235 28745 39877 13176 33731 46969 26604 34429 20842 31717 33037
836117,46510 47683
836119,45158
836176,28535 47766 27392 25817 49683 37067 23457
836201,29615 10070 27086 27845
836206,31720 6774 24852 47766 34217 31883 39886
836268,9076 2305 5884 47144 24852 37145 40332 29184 24184 38579 47890
836275,24852 32566 16816 37017 37520 10673
836323,17316 21386 6098 27847 30103
836394,12078
836493,35951 24852 47626
836545,13259 11759 196 116
836616,47766 19348 23763 5782 1743 47438 16185 24852 40028 41434 30183 36691 14111 29487 28985
836618,47626 15251 31717 21903 18851 25890 34126 31553 27521 24964
836665,43967 36550 20738 11576 49235 7260 9484 31321
836667,19488 16768
836750,264 24852 260 47626 4920
836759,10749 45007
836799,32331 5077 47626 14947 287 44142
836808,48205 33852 3192 10476 24852
836815,39299 41290 47766 21872 6182 20995 28123 19660 24177
836846,35210 5077 36130 41950 28204 11361 39991 42265
836922,34969 40310 39581 38881 28993 18288 15945 5782 21019 4136 6046 44536
836926,25167 13776 6375 9755 32839 24852 37754 16797 19057 21616
837040,5451 2091 46627 27966
837069,2106
837122,47766 18465 47626 34466 33198 49683 25890 33768 36913
837212,46149
837243,35956 49587 38054
837309,35221 49683 29196 1069 47144 47337 15386 47374 29526 39844 4620 7419 47145
837426,49235 4938 46061 39657
837459,27845 33000 19436 3233 13641
